+------------------+-------+
| Unigram          | Count |
| ('burn', 'coming', 'white')                     |     1 |
| ('road', 'feet', 'away')                        |     1 |
| ('galloway', 'hill', 'mill')                    |     1 |
| ('pouring', 'two', 'overflow')                  |     1 |
| ('difficult', 'water', 'foot')                  |     1 |
| ('estate', 'flooded', 'looks')                  |     1 |
| ('blocked', 'culverts', 'top')                  |     1 |
| ('one', 'inches', 'water')                      |     1 |
| ('burst', 'banks', 'effecting')                 |     1 |
| ('rained', 'heavily', 'past')                   |     1 |
| ('south', 'bound', 'side')                      |     1 |
| ('carriageways', 'south', 'gyle')               |     1 |
| ('preventing', 'people', 'walking')             |     1 |
| ('door', 'step', 'level')                       |     1 |
| ('pouring', 'onto', 'road')                     |     1 |
| ('bridge', 'dumfries', 'high')                  |     1 |
| ('howgate', 'arnothill', 'junction')            |     1 |
| ('flooding', 'roundabout', 'near')              |     1 |
| ('twenty', 'people', 'garden')                  |     1 |
| ('across', 'wide', 'area')                      |     1 |
| ('burn', 'across', 'castle')                    |     1 |
| ('saturday', 'th', 'due')                       |     1 |
| ('blocked', 'drain', 'gryfe')                   |     1 |
| ('flooding', 'looks', 'like')                   |     1 |
| ('approximately', 'foot', 'deep')               |     1 |
| ('flowing', 'street', 'finding')                |     1 |
| ('flooding', 'river', 'kettock')                |     1 |
| ('flooded', 'depth', 'several')                 |     1 |
| ('like', 'usual', 'excess')                     |     1 |
| ('deep', 'flooding', 'maryhill')                |     1 |
| ('crosslee', 'park', 'area')                    |     1 |
| ('regularly', 'recently', 'rain')               |     1 |
| ('meeting', 'recorded', 'six')                  |     1 |
| ('around', 'knee', 'hieght')                    |     1 |
| ('barely', 'passable', 'via')                   |     1 |
| ('river', 'burst', 'flooding')                  |     1 |
| ('site', 'behind', 'house')                     |     1 |
| ('fields', 'area', 'flooded')                   |     1 |
| ('surrounding', 'fields', 'roads')              |     1 |
| ('east', 'bridge', 'tay')                       |     1 |
| ('flooded', 'started', 'flood')                 |     1 |
| ('drivers', 'might', 'see')                     |     1 |
| ('inches', 'place', 'macallan')                 |     1 |
| ('exit', 'point', 'exact')                      |     1 |
| ('garden', 'ph', 'hn')                          |     1 |
| ('drumnadrochit', 'cannick', 'road')            |     1 |
| ('water', 'receding', 'rising')                 |     1 |
| ('causing', 'issue', 'structure')               |     1 |
| ('track', 'west', 'gr')                         |     1 |
| ('fields', 'near', 'carmel')                    |     1 |
| ('whole', 'width', 'road')                      |     1 |
| ('excess', 'rain', 'run')                       |     1 |
| ('edinburgh', 'castle', 'beautiful')            |     1 |
| ('pools', 'water', 'road')                      |     1 |
| ('forth', 'bursting', 'banks')                  |     1 |
| ('flooding', 'river', 'spey')                   |     1 |
| ('barely', 'visible', 'water')                  |     1 |
| ('drain', 'main', 'bus')                        |     1 |
| ('castle', 'circle', 'lennoxtown')              |     1 |
| ('normally', 'flow', 'towards')                 |     1 |
| ('drains', 'cant', 'cope')                      |     1 |
| ('flooding', 'meters', 'long')                  |     1 |
| ('water', 'flood', 'water')                     |     1 |
| ('laxford', 'road', 'exiting')                  |     1 |
| ('need', 'use', 'carriageway')                  |     1 |
| ('fast', 'water', 'murcky')                     |     1 |
| ('still', 'pouring', 'rain')                    |     1 |
| ('overflowed', 'reaching', 'properties')        |     1 |
| ('areas', 'wet', 'running')                     |     1 |
| ('fields', 'overflow', 'burns')                 |     1 |
| ('completely', 'covered', 'water')              |     1 |
| ('property', 'flooded', 'quickly')              |     1 |
| ('exact', 'location', 'moraine')                |     1 |
| ('owned', 'gordon', 'drummond')                 |     1 |
| ('road', 'theres', 'water')                     |     1 |
| ('however', 'expect', 'road')                   |     1 |
| ('yokermill', 'road', 'glen')                   |     1 |
| ('property', 'everyones', 'septic')             |     1 |
| ('continues', 'would', 'imagine')               |     1 |
| ('water', 'pouring', 'two')                     |     1 |
| ('flooded', 'tyre', 'depth')                    |     1 |
| ('south', 'esk', 'still')                       |     1 |
| ('water', 'snow', 'falling')                    |     1 |
| ('concern', 'rain', 'constant')                 |     1 |
| ('site', 'culvert', 'feeding')                  |     1 |
| ('flooded', 'gardens', 'nearby')                |     1 |
| ('theres', 'debris', 'stuck')                   |     1 |
| ('al', 'overspill', 'already')                  |     1 |
| ('draining', 'lans', 'across')                  |     1 |
| ('garden', 'walls', 'gullies')                  |     1 |
| ('onto', 'ashcroft', 'drive')                   |     1 |
| ('mayhem', 'rush', 'hour')                      |     1 |
| ('burn', 'nearby', 'water')                     |     1 |
| ('plant', 'beginning', 'flow')                  |     1 |
| ('gordon', 'drummond', 'craigmyle')             |     1 |
| ('culverted', 'burn', 'inches')                 |     1 |
| ('flooding', 'sepa', 'colleague')               |     1 |
| ('banks', 'water', 'raised')                    |     1 |
| ('due', 'combination', 'runoff')                |     1 |
